store,item,lead_time_days,target_service_level,expected_lead_time_demand,safety_stock,p95_lead_time_demand
1,39,7,0.95,239.44580801091288,28.934774370876397,268.3805823817893
1,40,7,0.95,164.89755537744915,22.14499445178018,187.04254982922933
1,41,7,0.95,125.57642712470847,19.41785936680681,144.99428649151528
1,42,7,0.95,193.7892791843992,24.876372439019235,218.66565162341843
1,43,7,0.95,287.4929903555406,30.51643835038533,318.0094287059259
1,44,7,0.95,171.65375458348663,22.735012809971465,194.3887673934581
1,45,7,0.95,440.9607383386166,38.77988724869806,479.74062558731464
1,46,7,0.95,329.29948074914205,33.9757496437511,363.27523039289315
1,47,7,0.95,124.09674124409526,19.092011539634854,143.1887527837301
1,48,7,0.95,286.2023192021482,30.708070456998882,316.9103896591471
1,49,7,0.95,162.36430745533715,22.39100649576781,184.75531395110497
1,50,7,0.95,358.63562679547556,35.723469777035234,394.3590965725108
2,1,7,0.95,179.17766238943062,23.568149104025338,202.74581149345596
2,2,7,0.95,442.7373559696397,41.47190154036991,484.2092575100096
2,3,7,0.95,294.93887678030956,30.947269483480966,325.8861462637905
2,4,7,0.95,170.9077250888702,23.513296774357798,194.421021863228
2,5,7,0.95,141.77923679274818,21.39770163925661,163.1769384320048
2,6,7,0.95,445.3166464251725,39.62828191969254,484.94492834486505
2,7,7,0.95,461.8926322550081,41.77291233105717,503.66554458606527
2,8,7,0.95,607.7213384871509,47.69718718944978,655.4185256766007
2,9,7,0.95,385.122893001724,37.68635290327006,422.80924590499404
2,10,7,0.95,590.3448220583331,45.8043774352501,636.1491994935832
2,11,7,0.95,543.7664731026631,43.59568384239026,587.3621569450534
2,12,7,0.95,544.6544114983426,45.49995481230826,590.1543663106509
2,13,7,0.95,649.7581837206284,49.02445169436885,698.7826354149972
2,14,7,0.95,459.84547117501137,39.41153340438012,499.2570045793915
2,15,7,0.95,689.6606249597352,51.47266959856552,741.1332945583007
2,16,7,0.95,202.2995863002657,25.520019746763495,227.8196060470292
2,17,7,0.95,254.34867395713582,29.875773477616292,284.2244474347521
2,18,7,0.95,661.1197557047087,49.76656359216429,710.886319296873
2,19,7,0.95,321.7182455426983,32.21196737711216,353.93021291981046
2,20,7,0.95,373.52616697473616,35.13192420835202,408.6580911830882
2,21,7,0.95,314.48521640992783,33.92888700417495,348.4141034141028
2,22,7,0.95,615.2537319749936,46.89083701850063,662.1445689934942
2,23,7,0.95,233.79821152095207,28.338122116170723,262.1363336371228
2,24,7,0.95,516.9586652153943,42.70473815006869,559.663403365463
2,25,7,0.95,620.4009466196294,47.60433139084182,668.0052780104712
2,26,7,0.95,382.98190616502046,35.045845636867625,418.0277518018881
2,27,7,0.95,176.6904749982924,24.16466251220467,200.85513751049706
2,28,7,0.95,678.2679977851376,49.90102691376467,728.1690246989023
2,29,7,0.95,546.992502227425,42.81809375909165,589.8105959865167
2,30,7,0.95,322.85491079848737,33.77732917793867,356.63223997642604
2,31,7,0.95,453.7591415855933,41.544958541247524,495.3041001268408
2,32,7,0.95,350.1140301623557,35.88913228601814,386.0031624483738
2,33,7,0.95,526.0519148531828,45.56615083025838,571.6180656834412
2,34,7,0.95,208.6583496221329,25.636215303000398,234.2945649251333
2,35,7,0.95,523.6925088208837,42.39397143807946,566.0864802589632
2,36,7,0.95,605.3325343155624,47.72028191803622,653.0528162335986
2,37,7,0.95,237.67685562696158,27.15577139218192,264.8326270191435
2,38,7,0.95,636.9328295571012,48.32587080050803,685.2587003576092
2,39,7,0.95,332.3875225057765,33.65401824348305,366.0415407492595
2,40,7,0.95,238.1866015049534,27.479269596469408,265.6658711014228
2,41,7,0.95,175.76537880024551,22.92679819529843,198.69217699554395
2,42,7,0.95,288.5065374164162,30.93622163234909,319.4427590487653
2,43,7,0.95,410.29922335790883,37.73299368966656,448.0322170475754
2,44,7,0.95,230.08079119604216,27.167725302217633,257.2485164982598
2,45,7,0.95,636.1156313816351,48.946519407966775,685.0621507896019
2,46,7,0.95,459.3724489246393,40.98197667311808,500.35442559775737
2,47,7,0.95,172.24736082172083,23.1512895053813,195.39865032710213
2,48,7,0.95,405.1808209231981,36.98748313993292,442.168304063131
2,49,7,0.95,231.1179054590296,27.397963001544213,258.5158684605738
2,50,7,0.95,515.3421888701876,44.92667732000723,560.2688661901948
3,1,7,0.95,152.7815765857785,21.72745427288882,174.50903085866733
3,2,7,0.95,406.575789101031,38.382878814634125,444.9586679156651
3,3,7,0.95,257.0004140706801,28.999515868668766,285.9999299393489
3,4,7,0.95,153.7591461055387,21.387129015722962,175.14627512126165
3,5,7,0.95,131.82552483542565,20.219680090479955,152.0452049259056
3,6,7,0.95,396.02444038403826,37.02518400585092,433.0496243898892
3,7,7,0.95,407.0974863298873,36.7474965166104,443.8449828464977
3,8,7,0.95,534.3787068551011,43.679519596758155,578.0582264518592
3,9,7,0.95,349.4055195529149,34.80220004595691,384.2077195988718
3,10,7,0.95,495.02452178349404,43.05671576386874,538.0812375473628
3,11,7,0.95,493.9419185122572,42.87325468570123,536.8151731979584
3,12,7,0.95,468.5011866174523,41.04830290937349,509.54948952682577
3,13,7,0.95,600.2816666477671,47.187416551998695,647.4690831997658
3,14,7,0.95,418.4385530332114,36.612442249788614,455.050995283
3,15,7,0.95,607.0137015344505,46.406323686221185,653.4200252206717
3,16,7,0.95,183.7826004253889,23.48044398848708,207.26304441387597
3,17,7,0.95,230.5603710282014,27.225686707603785,257.7860577358052
3,18,7,0.95,568.6306079111674,46.613649141229985,615.2442570523974
3,19,7,0.95,279.40694515332973,31.028084155832914,310.43502930916264
3,20,7,0.95,344.73689101403414,34.86938829489833,379.60627930893247
3,21,7,0.95,291.5909045944295,30.902987157557504,322.493891751987
3,22,7,0.95,549.9411206588948,45.319686880034965,595.2608075389297
3,23,7,0.95,207.07527042072923,24.91873223047162,231.99400265120084
3,24,7,0.95,465.78372928614783,40.30767777364963,506.09140705979746
3,25,7,0.95,578.336102337196,45.38026047912706,623.7163628163231
3,26,7,0.95,322.7452192243346,34.689655262007705,357.4348744863423
3,27,7,0.95,150.3188068814435,22.371048923949274,172.68985580539277
3,28,7,0.95,608.2569328262166,46.26852191528906,654.5254547415057
3,29,7,0.95,484.7859958851382,42.02213668359656,526.8081325687348
3,30,7,0.95,289.5095256262014,30.27363409372731,319.78315971992873
3,31,7,0.95,410.76107063579684,39.26025111262334,450.0213217484202
3,32,7,0.95,313.2132093488898,32.65606424063117,345.86927358952096
3,33,7,0.95,476.6901453751452,40.316888847244286,517.0070342223895
3,34,7,0.95,188.7187272958007,23.50127505606841,212.2200023518691
3,35,7,0.95,458.8497699546102,39.44829331934858,498.2980632739588
3,36,7,0.95,550.0216016706675,44.00868304667108,594.0302847173385
3,37,7,0.95,205.1665106205861,25.9161642947048,231.0826749152909
3,38,7,0.95,563.0321762551622,46.78914369168831,609.8213199468505
3,39,7,0.95,312.1746339899268,32.98383554710324,345.15846953703004
3,40,7,0.95,213.25527860152852,26.584337021727322,239.83961562325584
3,41,7,0.95,154.53417660428113,21.317982748739695,175.85215935302082
3,42,7,0.95,250.84344395757327,29.07096123009697,279.91440518767024
3,43,7,0.95,347.42263840819766,34.4275365833152,381.85017499151286
3,44,7,0.95,204.8504250536609,25.599279274043113,230.449704327704
3,45,7,0.95,573.0842274951642,43.9802718008699,617.0644992960341
3,46,7,0.95,427.0727847074933,37.71341554396798,464.7862002514613
3,47,7,0.95,149.86206674823325,21.422117665933854,171.2841844141671
3,48,7,0.95,357.2200942977991,35.298801900434455,392.51889619823356
3,49,7,0.95,211.58194462815925,26.779843254392546,238.3617878825518
3,50,7,0.95,471.4776408155201,40.218537925443,511.6961787409631
4,1,7,0.95,140.84252502197532,21.111524696284988,161.9540497182603
4,2,7,0.95,372.5371417525225,36.683142396584174,409.22028414910665
4,3,7,0.95,242.9493491970757,28.43664819253442,271.3859973896101
4,4,7,0.95,142.43177583246484,21.12093807966079,163.55271391212563
4,5,7,0.95,117.16074891386742,19.30095611848938,136.4617050323568
4,6,7,0.95,362.9189690874393,34.81364430716923,397.7326133946085
4,7,7,0.95,375.74573071553084,36.609572936885456,412.3553036524163
4,8,7,0.95,496.8648249598088,40.95975204292728,537.8245770027361
4,9,7,0.95,324.6620803208266,33.271353056104886,357.9334333769315
4,10,7,0.95,466.5533332890959,41.20003959340198,507.7533728824979
4,11,7,0.95,453.32323037335334,40.72073633632368,494.043966709677
4,12,7,0.95,447.9420179220272,40.80934468237314,488.75136260440036
4,13,7,0.95,530.2347584205642,42.98953273198424,573.2242911525484
4,14,7,0.95,385.0479923705234,35.71425518209742,420.7622475526208
4,15,7,0.95,566.2800224164025,44.06846707559498,610.3484894919975
4,16,7,0.95,161.24139583281996,22.690768794443244,183.9321646272632
4,17,7,0.95,208.1530947708655,26.38072913580669,234.53382390667218
4,18,7,0.95,554.9494185101456,45.03027981178093,599.9796983219265
4,19,7,0.95,266.52589331685215,29.327046907748354,295.8529402246005
4,20,7,0.95,311.38547217528543,31.584855582466332,342.97032775775176
4,21,7,0.95,261.7602231216436,29.763713499276946,291.52393662092055
4,22,7,0.95,518.9344974512204,42.049716538685516,560.9842139899059
4,23,7,0.95,185.02799922650155,24.518993721222273,209.54699294772382
4,24,7,0.95,430.3369940574096,39.32894255065008,469.66593660805967
4,25,7,0.95,516.7863160625861,42.446679540167,559.2329956027531
4,26,7,0.95,308.90676596207453,30.895137112904763,339.8019030749793
4,27,7,0.95,144.75299642857453,20.8870715518473,165.64006798042183
4,28,7,0.95,561.2795383333877,46.74368224427451,608.0232205776622
4,29,7,0.95,447.2877521321835,41.51247682004549,488.800228952229
4,30,7,0.95,264.3763864032469,29.522610721095873,293.89899712434277
4,31,7,0.95,379.01338538293345,35.566278238407335,414.5796636213408
4,32,7,0.95,276.428739096697,31.412798309104005,307.841537405801
4,33,7,0.95,444.75124091382173,39.18804587037039,483.9392867841921
4,34,7,0.95,166.8496711202174,24.31034667491633,191.16001779513374
4,35,7,0.95,415.18044871316823,38.19809204366368,453.3785407568319
4,36,7,0.95,505.10456361530703,43.40627725091622,548.5108408662232
4,37,7,0.95,187.32277755246233,24.55188673006458,211.8746642825269
4,38,7,0.95,519.7507754196603,41.32606234076377,561.076837760424
4,39,7,0.95,281.0384628697059,31.16145390225796,312.19991677196384
4,40,7,0.95,188.90346529718136,25.295391264852412,214.19885656203377
4,41,7,0.95,146.78825552913128,21.28077362518016,168.06902915431144
4,42,7,0.95,239.06740960430818,27.575835027169944,266.6432446314781
4,43,7,0.95,339.9252476842405,34.21797515497525,374.14322283921575
4,44,7,0.95,188.82543974870538,24.664449930579195,213.48988967928457
4,45,7,0.95,516.6151510049715,43.280214737219126,559.8953657421906
4,46,7,0.95,382.7559097851259,36.71278078044617,419.46869056557205
4,47,7,0.95,145.49188705282077,20.997461340435706,166.48934839325648
4,48,7,0.95,338.4986705092275,33.40860000761063,371.90727051683814
4,49,7,0.95,189.67560696521915,24.547968482708768,214.2235754479279
4,50,7,0.95,427.3453670648282,38.41413797291597,465.7595050377442
5,1,7,0.95,103.10377314451313,18.001407862447834,121.10518100696096
5,2,7,0.95,276.36409717651736,29.430016836322864,305.7941140128402
5,3,7,0.95,173.22496269826362,22.975435427346724,196.20039812561035
5,4,7,0.95,93.29857438406975,17.8174743503115,111.11604873438125
5,5,7,0.95,84.00079872768073,16.44314596054255,100.44394468822328
5,6,7,0.95,270.1961764347771,31.437527862758202,301.6337042975353
5,7,7,0.95,276.0259920175588,29.437240169197253,305.46323218675604
5,8,7,0.95,354.8717576277581,35.831247036207,390.7030046639651
5,9,7,0.95,232.82711997106787,28.190014459688484,261.01713443075636
5,10,7,0.95,351.14821573904277,32.77616442749547,383.92438016653824
5,11,7,0.95,332.8928140647707,33.6850120123558,366.5778260771265
5,12,7,0.95,316.9965228773188,32.675717405253295,349.6722402825721
5,13,7,0.95,392.60016011782835,37.24568273251481,429.84584285034316
5,14,7,0.95,280.83668979575003,30.851558375911566,311.6882481716616
5,15,7,0.95,415.9432671200944,38.05155608162863,453.994823201723
5,16,7,0.95,121.54595767901051,18.820567296677126,140.36652497568764
5,17,7,0.95,153.55838849938112,22.833733020570065,176.3921215199512
5,18,7,0.95,396.84501051879647,36.840644907722606,433.6856554265191
5,19,7,0.95,189.25891456732032,24.43119637610215,213.69011094342247
5,20,7,0.95,213.20956632973076,26.186020586606872,239.39558691633763
5,21,7,0.95,173.8799677310485,24.71333649649023,198.59330422753874
5,22,7,0.95,376.9505089035947,35.60180672571096,412.55231562930567
5,23,7,0.95,137.33035053796334,20.875493683053577,158.20584422101692
5,24,7,0.95,302.57017921715675,32.26650897975179,334.83668819690854
5,25,7,0.95,389.2668569161184,35.8479783661715,425.1148352822899
5,26,7,0.95,221.88200127996151,27.277661993007285,249.1596632729688
5,27,7,0.95,100.9113024001276,17.66997288733306,118.58127528746066
5,28,7,0.95,418.6349836498419,36.330268855738495,454.9652525055804
5,29,7,0.95,318.9136849373415,33.07165949721326,351.98534443455475
5,30,7,0.95,194.29455227797007,24.98644788607126,219.28100016404133
5,31,7,0.95,273.20258817719633,29.889308759709536,303.09189693690587
5,32,7,0.95,209.32961840234287,25.37422721420674,234.70384561654961
5,33,7,0.95,326.01655811195167,33.80486890980126,359.8214270217529
5,34,7,0.95,114.56588160667982,19.410936003904936,133.97681761058476
5,35,7,0.95,310.5488901962418,32.02930173316548,342.5781919294073
5,36,7,0.95,353.09761066765765,35.46138221187499,388.55899287953264
5,37,7,0.95,138.21000803990924,20.665926914630603,158.87593495453984
5,38,7,0.95,381.3902571672475,35.302439682375564,416.6926968496231
5,39,7,0.95,205.827139582906,26.284226737948302,232.1113663208543
5,40,7,0.95,131.17026926040478,20.40735282922421,151.577622089629
5,41,7,0.95,104.75726778572265,18.513450941275494,123.27071872699814
5,42,7,0.95,173.55695920439013,23.149248803130064,196.7062080075202
5,43,7,0.95,232.32708147990917,27.631637903238527,259.9587193831477
5,44,7,0.95,131.8942535421161,21.70482975334943,153.59908329546553
5,45,7,0.95,374.7741180359949,35.30515380412277,410.07927184011766
5,46,7,0.95,269.52179672948864,30.65418986411612,300.17598659360476
5,47,7,0.95,105.83826312744655,18.105299780206835,123.94356290765339
5,48,7,0.95,245.3277102235023,28.37775979442094,273.70547001792323
5,49,7,0.95,135.33640559731353,21.17548261039741,156.51188820771094
5,50,7,0.95,301.88908157229645,32.418675229290955,334.3077568015874
6,1,7,0.95,102.39533947103733,17.6231734636534,120.01851293469073
6,2,7,0.95,284.74120789724464,29.3700456974409,314.11125359468554
6,3,7,0.95,177.8372675717906,23.677986849488292,201.51525442127888
6,4,7,0.95,98.56074154616141,18.215294467294086,116.7760360134555
6,5,7,0.95,80.08187411937847,16.34903277592676,96.43090689530523
6,6,7,0.95,276.0933813363847,29.683426655067308,305.776807991452
6,7,7,0.95,262.85107002418505,29.932724710356922,292.78379473454197
6,8,7,0.95,355.3905244839981,35.34432034079981,390.7348448247979
6,9,7,0.95,246.22422552702818,28.63726310310443,274.8614886301326
6,10,7,0.95,338.1500149219163,33.004833060176,371.1548479820923
6,11,7,0.95,320.206667959117,32.70982416451358,352.9164921236306
6,12,7,0.95,321.04789662697544,34.15937010429627,355.2072667312717
6,13,7,0.95,409.34580156812103,36.61495587001747,445.9607574381385
6,14,7,0.95,284.9623203200472,29.735163768907228,314.6974840889544
6,15,7,0.95,410.25677111387955,39.357837881868534,449.6146089957481
6,16,7,0.95,120.51258106462434,18.819215923954843,139.33179698857919
6,17,7,0.95,155.93847173416307,22.24939481564593,178.187866549809
6,18,7,0.95,391.4135129666322,37.94786422800024,429.36137719463244
6,19,7,0.95,189.8989537241999,24.249154968870727,214.14810869307064
6,20,7,0.95,222.62035624322797,26.552027919940343,249.17238416316832
6,21,7,0.95,186.6767995051048,24.678711181668547,211.35551068677336
6,22,7,0.95,367.326294300821,34.41855009451075,401.74484439533177
6,23,7,0.95,137.91172145447763,20.67852730234253,158.59024875682016
6,24,7,0.95,305.75143513135504,32.1993935044336,337.95082863578864
6,25,7,0.95,371.81155163493025,35.186883046941034,406.9984346818713
6,26,7,0.95,222.4244375975918,26.802150011407065,249.22658760899887
6,27,7,0.95,102.4115766924451,18.316072846076608,120.7276495385217
6,28,7,0.95,419.10752575761285,37.941110770094895,457.04863652770774
6,29,7,0.95,312.39705061459154,33.1701628466829,345.56721346127443
6,30,7,0.95,189.0019435380415,24.685367787777864,213.68731132581937
6,31,7,0.95,269.35831766570226,30.40184449464323,299.7601621603455
6,32,7,0.95,204.94927651843605,26.467931679093567,231.41720819752962
6,33,7,0.95,328.1375595683159,32.80607360339934,360.94363317171525
6,34,7,0.95,114.51166532707526,19.11011473666835,133.6217800637436
6,35,7,0.95,306.0572144821466,33.40638334427217,339.4635978264188
6,36,7,0.95,353.33001903246895,36.581074890000366,389.9110939224693
6,37,7,0.95,131.14840898773227,20.3217126858099,151.47012167354217
6,38,7,0.95,381.1889606622192,34.92275301978884,416.11171368200803
6,39,7,0.95,199.48188542245305,25.75617271154414,225.23805813399719
6,40,7,0.95,141.03562697252818,21.168042680131094,162.20366965265927
6,41,7,0.95,100.52067242003454,18.16962598151514,118.69029840154968
6,42,7,0.95,168.68119152420337,23.16119947948522,191.8423910036886
6,43,7,0.95,241.444869934132,27.720549056258335,269.1654189903903
6,44,7,0.95,136.21437397172915,20.558923363082442,156.7732973348116
6,45,7,0.95,370.0116408569836,35.22990940516087,405.2415502621445
6,46,7,0.95,269.8594059757105,30.72557784098541,300.5849838166959
6,47,7,0.95,100.05339660466316,17.49015878531506,117.54355538997822
6,48,7,0.95,244.96219305369976,28.257365591505902,273.21955864520567
6,49,7,0.95,134.05396370820515,19.807919477006465,153.8618831852116
6,50,7,0.95,301.86301682413557,32.172668103597346,334.0356849277329
7,1,7,0.95,90.850205723787,16.794489867644614,107.64469559143161
7,2,7,0.95,250.95739673666083,28.162306267541965,279.1197030042028
7,3,7,0.95,151.56921678779815,22.846725262566906,174.41594205036506
7,4,7,0.95,94.66799907378591,16.496198947828205,111.16419802161411
7,5,7,0.95,85.12016662884245,15.554812277410491,100.67497890625295
7,6,7,0.95,243.65912839127438,28.02519966045773,271.6843280517321
7,7,7,0.95,257.4867990349061,28.33974922526744,285.8265482601735
7,8,7,0.95,331.6521176529833,33.03212715797281,364.6842448109561
7,9,7,0.95,223.9549017813037,26.41962659613904,250.37452837744274
7,10,7,0.95,322.02368179484,32.30801642212032,354.3316982169603
7,11,7,0.95,298.65788664666917,31.099912927500498,329.75779957416967
7,12,7,0.95,297.96093101697073,31.668889910748533,329.62982092771927
7,13,7,0.95,366.19864918282633,35.67524202277485,401.8738912056012
7,14,7,0.95,249.57784115214642,28.483635074988996,278.0614762271354
7,15,7,0.95,365.944939922642,35.87684594344478,401.82178586608677
7,16,7,0.95,107.01763692476582,18.15769913758554,125.17533606235136
7,17,7,0.95,142.95770905383156,20.843928143767045,163.8016371975986
7,18,7,0.95,353.5240313649508,34.53980503423361,388.0638363991844
7,19,7,0.95,168.4253581825964,23.805843264566533,192.23120144716293
7,20,7,0.95,192.35660495897122,25.31059520005911,217.66720015903033
7,21,7,0.95,177.66275399071418,23.159626611244704,200.82238060195888
7,22,7,0.95,348.08001231226945,34.15088668562646,382.2308989978959
7,23,7,0.95,123.00364159268872,20.229977457708657,143.23361905039738
7,24,7,0.95,284.16377744127186,29.783659581613108,313.94743702288497
7,25,7,0.95,343.8237863118599,33.83986509564801,377.6636514075079
7,26,7,0.95,203.99138142768655,26.385428288694158,230.3768097163807
7,27,7,0.95,92.72962615217989,17.446827884900628,110.17645403708052
7,28,7,0.95,372.0831992069763,36.61565288709784,408.69885209407414
7,29,7,0.95,305.99660153500696,31.547648964753307,337.54425049976027
7,30,7,0.95,166.80617836144944,22.962577170843502,189.76875553229294
7,31,7,0.95,252.55626738929934,28.526397501730656,281.08266489103
7,32,7,0.95,186.41387802589173,24.343670083231274,210.757548109123
7,33,7,0.95,299.1399691711156,31.082601079287144,330.2225702504027
7,34,7,0.95,113.77163463856128,18.510301428725498,132.28193606728678
7,35,7,0.95,282.57281348235216,29.859502593710886,312.43231607606305
7,36,7,0.95,325.70362976603775,33.266070135329926,358.9696999013677
7,37,7,0.95,124.2766765710053,19.796368712857813,144.0730452838631
7,38,7,0.95,345.2003964142895,34.623153317636024,379.82354973192554
7,39,7,0.95,188.79381602306069,24.85513642331412,213.6489524463748
7,40,7,0.95,124.15379518080238,19.66212547782939,143.81592065863177
7,41,7,0.95,88.29852096392324,17.21203024812469,105.51055121204793
7,42,7,0.95,158.3076892839126,22.648261247975086,180.95595053188768
7,43,7,0.95,225.52199161502688,27.34970160534104,252.87169322036792
7,44,7,0.95,124.26400810551918,19.780263358866748,144.04427146438593
7,45,7,0.95,341.9388413849932,33.52599637281401,375.46483775780723
7,46,7,0.95,247.08756181475633,29.575136901714814,276.66269871647114
7,47,7,0.95,97.6462303535352,17.256427642269756,114.90265799580496
7,48,7,0.95,226.28860063816663,27.051291746237553,253.33989238440418
7,49,7,0.95,120.34112293660883,20.624603207219707,140.96572614382853
7,50,7,0.95,269.17276977443396,30.558354792410285,299.73112456684424
8,1,7,0.95,162.4307743854734,24.030165025751387,186.46093941122479
8,2,7,0.95,440.04546455687733,39.41246775031408,479.4579323071914
8,3,7,0.95,273.89449081332117,30.272677259430736,304.1671680727519
8,4,7,0.95,157.2321329457498,22.475895449105536,179.70802839485535
8,5,7,0.95,144.83493559135246,20.223252618422322,165.05818820977478
8,6,7,0.95,444.2965311566269,40.57258015686659,484.8691113134935
8,7,7,0.95,432.6050376673538,40.070593145463306,472.67563081281713
8,8,7,0.95,587.6464479872609,45.351494912301064,632.997942899562
8,9,7,0.95,396.23337155945484,35.565314195938754,431.7986857553936
8,10,7,0.95,545.8088237725489,43.69520552415497,589.5040292967038
8,11,7,0.95,510.1568360176132,42.74481129902057,552.9016473166338
8,12,7,0.95,507.5730860199764,43.552260365465884,551.1253463854423
8,13,7,0.95,624.894672778851,47.16163072194627,672.0563035007973
8,14,7,0.95,434.030487234693,40.569310392381055,474.59979762707405
8,15,7,0.95,667.3477722706575,47.91495046264595,715.2627227333035
8,16,7,0.95,195.46933734233974,24.483898597346467,219.9532359396862
8,17,7,0.95,239.78431058538095,28.0721933934918,267.85650397887275
8,18,7,0.95,632.6111668825752,48.30281079722192,680.9139776797971
8,19,7,0.95,314.40076041749165,31.115201181683403,345.51596159917506
8,20,7,0.95,364.3280113155054,34.487791702423806,398.8158030179292
8,21,7,0.95,299.43234789758014,32.529705528958004,331.96205342653815
8,22,7,0.95,610.0382096911816,47.51660694949851,657.5548166406801
8,23,7,0.95,217.3689225712387,27.226982137400427,244.59590470863913
8,24,7,0.95,498.565152770224,43.02036292935509,541.5855156995791
8,25,7,0.95,607.7412508540243,44.65193912897962,652.3931899830039
8,26,7,0.95,354.38972259712915,35.75856750106209,390.14829009819124
8,27,7,0.95,167.82648928469806,23.167033010657235,190.9935222953553
8,28,7,0.95,663.031499790468,48.723973609043924,711.755473399512
8,29,7,0.95,517.1735302403159,44.39994054139572,561.5734707817116
8,30,7,0.95,297.8020242716049,31.260160430662154,329.0621847022671
8,31,7,0.95,438.2912503262891,39.775890326150034,478.06714065243915
8,32,7,0.95,329.93911340837514,33.27742932355835,363.2165427319335
8,33,7,0.95,530.7569490615031,42.33249494210918,573.0894440036122
8,34,7,0.95,195.08866416192987,25.393193126065484,220.48185728799535
8,35,7,0.95,494.98178006327674,42.09474154090134,537.0765216041781
8,36,7,0.95,598.3027079795329,45.0097214022943,643.3124293818272
8,37,7,0.95,217.46391616116279,27.389087450828953,244.85300361199174
8,38,7,0.95,595.3706292339835,45.55795313814997,640.9285823721335
8,39,7,0.95,333.3006973363687,34.61860382537998,367.9193011617487
8,40,7,0.95,221.71100041030473,26.329567745671653,248.0405681559764
8,41,7,0.95,172.77290648423036,23.41725083810175,196.1901573223321
8,42,7,0.95,267.6600024257774,30.51592253264573,298.17592495842314
8,43,7,0.95,384.2909621811079,36.22283450769572,420.5137966888036
8,44,7,0.95,223.23756876692687,25.924406992756587,249.16197575968346
8,45,7,0.95,604.1342644423013,46.76553696598148,650.8998014082828
8,46,7,0.95,443.3793434344012,38.09313731820407,481.4724807526053
8,47,7,0.95,166.80370406034064,22.90233543122278,189.70603949156342
8,48,7,0.95,394.69972339572087,35.81590282828773,430.5156262240086
8,49,7,0.95,217.76783601386725,26.97816404330132,244.74600005716857
8,50,7,0.95,482.9645606327707,42.34240811582026,525.306968748591
9,1,7,0.95,144.87068228923184,21.18137449067177,166.0520567799036
9,2,7,0.95,391.152995779285,37.20793084752461,428.3609266268096
9,3,7,0.95,235.2303740034041,27.871770771267563,263.1021447746717
9,4,7,0.95,138.26339393089953,21.68630010693184,159.94969403783136
9,5,7,0.95,117.43464758880397,19.640962157638725,137.0756097464427
9,6,7,0.95,377.8943477266745,36.4609925617022,414.3553402883767
9,7,7,0.95,376.17266122625347,35.20751198109639,411.38017320734986
9,8,7,0.95,489.7226262488764,42.50708272966949,532.2297089785459
9,9,7,0.95,329.9225796213915,33.10294800343763,363.0255276248291
9,10,7,0.95,480.38905474711555,40.23796803660491,520.6270227837205
