store,item,lead_time_days,target_service_level,expected_lead_time_demand,safety_stock,p95_lead_time_demand,on_hand,reorder_point,eoq,min_level,max_level,needs_reorder,suggested_order_qty
1,25,7,0.95,446.6092670369942,38.51320297050313,485.1224700074973,2296.847659047399,485.1224700074973,1079.0617037451132,485.1224700074973,1564.1841737526106,False,0.0
1,26,7,0.95,262.655565372473,29.9970423013271,292.6526076738001,1125.6667087391702,292.6526076738001,827.51470147041,292.6526076738001,1120.16730914421,False,0.0
1,27,7,0.95,123.70153795623676,19.383716263525855,143.08525421976262,371.1046138687103,143.08525421976262,567.8975093273334,143.08525421976262,710.982763547096,False,0.0
1,28,7,0.95,497.67754052326643,43.23545711662507,540.9129976398915,2630.5812856229795,540.9129976398915,1139.0857934921578,540.9129976398915,1679.9987911320493,False,0.0
1,29,7,0.95,390.8860125594392,35.37922251187814,426.26523507131736,1451.8623323636314,426.26523507131736,1009.5026872680404,426.26523507131736,1435.7679223393577,False,0.0
1,30,7,0.95,226.80080558823636,27.338371048766902,254.13917663700326,712.8025318487428,254.13917663700326,768.9617027418311,254.13917663700326,1023.1008793788344,False,0.0
1,31,7,0.95,319.77278407236093,33.16200488833505,352.934788960696,1050.6820048091859,352.934788960696,913.0680861266267,352.934788960696,1266.0028750873225,False,0.0
1,32,7,0.95,242.20988918584985,29.11966351999874,271.3295527058486,484.4197783716997,271.3295527058486,794.6545051280156,271.3295527058486,1065.9840578338642,False,0.0
1,33,7,0.95,397.73586734316,36.03265255236403,433.76851989552404,454.55527696361145,433.76851989552404,1018.3094940013269,433.76851989552404,1452.078013896851,False,0.0
1,34,7,0.95,148.39532579443198,20.569666324752944,168.96499211918493,572.3819709213805,168.96499211918493,622.0030656502752,168.96499211918493,790.9680577694601,False,0.0
1,35,7,0.95,363.3288878181587,35.39892731906008,398.7278151372188,2076.165073246621,398.7278151372188,973.2678535063052,398.7278151372188,1371.995668643524,False,0.0
1,36,7,0.95,427.09466904451807,37.48669577603033,464.5813648205484,427.09466904451807,464.5813648205484,1055.2235856552902,464.5813648205484,1519.8049504758387,True,1092.7102814313207
1,37,7,0.95,157.4886981613307,23.33897278244075,180.82767094377144,877.4370326131282,180.82767094377144,640.777289307323,180.82767094377144,821.6049602510944,False,0.0
1,38,7,0.95,450.2168108118117,40.433382981536965,490.65019379334865,2444.034115835549,490.65019379334865,1083.41106809634,490.65019379334865,1574.0612618896885,False,0.0
1,39,7,0.95,239.44580801091288,28.934774370876397,268.3805823817893,547.3047040249437,268.3805823817893,790.1072256526018,268.3805823817893,1058.487808034391,False,0.0
1,40,7,0.95,164.89755537744915,22.14499445178018,187.04254982922933,706.7038087604964,187.04254982922933,655.6763558819514,187.04254982922933,842.7189057111807,False,0.0
1,41,7,0.95,125.57642712470847,19.41785936680681,144.99428649151528,197.33438548168476,144.99428649151528,572.1850094188978,144.99428649151528,717.1792959104131,False,0.0
1,42,7,0.95,193.7892791843992,24.876372439019235,218.66565162341843,968.9463959219959,218.66565162341843,710.7997854645633,218.66565162341843,929.4654370879817,False,0.0
1,43,7,0.95,287.4929903555406,30.51643835038533,318.0094287059259,1355.3240973904055,318.0094287059259,865.7570653965741,318.0094287059259,1183.7664941025,False,0.0
1,44,7,0.95,171.65375458348663,22.735012809971465,194.3887673934581,465.91733386946373,194.3887673934581,668.9737365278925,194.3887673934581,863.3625039213506,False,0.0
1,45,7,0.95,440.9607383386166,38.77988724869806,479.74062558731464,440.9607383386166,479.74062558731464,1072.21622783838,479.74062558731464,1551.9568534256946,True,1110.9961150870781
1,46,7,0.95,329.29948074914205,33.9757496437511,363.27523039289315,2022.8396674590156,363.27523039289315,926.5693655069639,363.27523039289315,1289.844595899857,False,0.0
1,47,7,0.95,124.09674124409526,19.092011539634854,143.1887527837301,390.0183296242994,143.1887527837301,568.803949115377,143.1887527837301,711.9927018991071,False,0.0
1,48,7,0.95,286.2023192021482,30.708070456998882,316.9103896591471,1635.4418240122754,316.9103896591471,863.8115142816752,316.9103896591471,1180.7219039408224,False,0.0
1,49,7,0.95,162.36430745533715,22.39100649576781,184.75531395110497,742.2368340815412,184.75531395110497,650.6204303871259,184.75531395110497,835.3757443382309,False,0.0
1,50,7,0.95,358.63562679547556,35.723469777035234,394.3590965725108,1844.4117949481601,394.3590965725108,966.9613811920183,394.3590965725108,1361.3204777645292,False,0.0
2,1,7,0.95,179.17766238943062,23.568149104025338,202.74581149345596,895.888311947153,202.74581149345596,683.477697264628,202.74581149345596,886.2235087580839,False,0.0
2,2,7,0.95,442.7373559696397,41.47190154036991,484.2092575100096,758.9783245193823,484.2092575100096,1074.3740201654919,484.2092575100096,1558.5832776755014,False,0.0
2,3,7,0.95,294.93887678030956,30.947269483480966,325.8861462637905,800.5483798322688,325.8861462637905,876.8966791427148,325.8861462637905,1202.7828254065053,False,0.0
2,4,7,0.95,170.9077250888702,23.513296774357798,194.421021863228,561.5539538634306,194.421021863228,667.5184302294455,194.421021863228,861.9394520926735,False,0.0
2,5,7,0.95,141.77923679274818,21.39770163925661,163.1769384320048,486.1002404322794,163.1769384320048,607.9792138678584,163.1769384320048,771.1561522998633,False,0.0
2,6,7,0.95,445.3166464251725,39.62828191969254,484.94492834486505,381.69998265014783,484.94492834486505,1077.4990087671542,484.94492834486505,1562.4439371120193,True,1180.7439544618715
2,7,7,0.95,461.8926322550081,41.77291233105717,503.66554458606527,1715.6012055186015,503.66554458606527,1097.3696172897064,503.66554458606527,1601.0351618757718,False,0.0
2,8,7,0.95,607.7213384871509,47.69718718944978,655.4185256766007,954.9906747655228,655.4185256766007,1258.7360115489157,655.4185256766007,1914.1545372255164,False,0.0
2,9,7,0.95,385.122893001724,37.68635290327006,422.80924590499404,1870.5969088655165,422.80924590499404,1002.0331329909394,422.80924590499404,1424.8423788959335,False,0.0
2,10,7,0.95,590.3448220583331,45.8043774352501,636.1491994935832,2698.7191865523796,636.1491994935832,1240.610045937342,636.1491994935832,1876.7592454309251,False,0.0
2,11,7,0.95,543.7664731026631,43.59568384239026,587.3621569450534,3184.9179138870263,587.3621569450534,1190.662368727328,587.3621569450534,1778.0245256723813,False,0.0
2,12,7,0.95,544.6544114983426,45.49995481230826,590.1543663106509,2645.4642844205214,590.1543663106509,1191.6341126995528,590.1543663106509,1781.7884790102037,False,0.0
2,13,7,0.95,649.7581837206284,49.02445169436885,698.7826354149972,1763.6293558131342,698.7826354149972,1301.5423187731365,698.7826354149972,2000.3249541881337,False,0.0
2,14,7,0.95,459.84547117501137,39.41153340438012,499.2570045793915,2824.765037217927,499.2570045793915,1094.935082807845,499.2570045793915,1594.1920873872364,False,0.0
2,15,7,0.95,689.6606249597352,51.47266959856552,741.1332945583007,2068.981874879206,741.1332945583007,1340.9115452618241,741.1332945583007,2082.0448398201247,False,0.0
2,16,7,0.95,202.2995863002657,25.520019746763495,227.8196060470292,520.1989362006832,227.8196060470292,726.2395757776443,227.8196060470292,954.0591818246735,False,0.0
2,17,7,0.95,254.34867395713582,29.875773477616292,284.2244474347521,1489.7565188917954,284.2244474347521,814.3238474532745,284.2244474347521,1098.5482948880267,False,0.0
2,18,7,0.95,661.1197557047087,49.76656359216429,710.886319296873,1794.467908341352,710.886319296873,1312.8722896007675,710.886319296873,2023.7586088976404,False,0.0
2,19,7,0.95,321.7182455426983,32.21196737711216,353.93021291981046,367.6779949059409,353.93021291981046,915.8413759375461,353.93021291981046,1269.7715888573566,False,0.0
2,20,7,0.95,373.52616697473616,35.13192420835202,408.6580911830882,1227.3002629169903,408.6580911830882,986.83133218607,408.6580911830882,1395.4894233691582,False,0.0
2,21,7,0.95,314.48521640992783,33.92888700417495,348.4141034141028,1617.3525415367717,348.4141034141028,905.4876507386332,348.4141034141028,1253.901754152736,False,0.0
2,22,7,0.95,615.2537319749936,46.89083701850063,662.1445689934942,1054.7206833857033,662.1445689934942,1266.5126815982105,662.1445689934942,1928.6572505917047,False,0.0
2,23,7,0.95,233.79821152095207,28.338122116170723,262.1363336371228,768.1941235688424,262.1363336371228,780.7338452889211,262.1363336371228,1042.870178926044,False,0.0
2,24,7,0.95,516.9586652153943,42.70473815006869,559.663403365463,738.5123788791348,559.663403365463,1160.9414677124857,559.663403365463,1720.6048710779487,False,0.0
2,25,7,0.95,620.4009466196294,47.60433139084182,668.0052780104712,2836.118613118306,668.0052780104712,1271.7994718288076,668.0052780104712,1939.8047498392789,False,0.0
2,26,7,0.95,382.98190616502046,35.045845636867625,418.0277518018881,1313.080821137213,418.0277518018881,999.2439847570207,418.0277518018881,1417.2717365589087,False,0.0
2,27,7,0.95,176.6904749982924,24.16466251220467,200.85513751049706,454.3469357098947,200.85513751049706,678.7174005556191,200.85513751049706,879.5725380661161,False,0.0
2,28,7,0.95,678.2679977851376,49.90102691376467,728.1690246989023,1356.5359955702752,728.1690246989023,1329.790045704249,728.1690246989023,2057.959070403151,False,0.0
2,29,7,0.95,546.992502227425,42.81809375909165,589.8105959865167,2109.828222877211,589.8105959865167,1194.189095199303,589.8105959865167,1783.9996911858198,False,0.0
2,30,7,0.95,322.85491079848737,33.77732917793867,356.63223997642604,1429.7860335361584,356.63223997642604,917.4578325905615,356.63223997642604,1274.0900725669876,False,0.0
2,31,7,0.95,453.7591415855933,41.544958541247524,495.3041001268408,2722.55484951356,495.3041001268408,1087.664886280767,495.3041001268408,1582.9689864076076,False,0.0
2,32,7,0.95,350.1140301623557,35.88913228601814,386.0031624483738,1100.3583805102608,386.0031624483738,955.404256282797,386.0031624483738,1341.4074187311708,False,0.0
2,33,7,0.95,526.0519148531828,45.56615083025838,571.6180656834412,826.6530090550016,571.6180656834412,1171.107378636049,571.6180656834412,1742.7254443194902,False,0.0
2,34,7,0.95,208.6583496221329,25.636215303000398,234.2945649251333,1132.7167550915785,234.2945649251333,737.5649976785509,234.2945649251333,971.8595626036841,False,0.0
2,35,7,0.95,523.6925088208837,42.39397143807946,566.0864802589632,2244.396466375216,566.0864802589632,1168.478148581132,566.0864802589632,1734.5646288400953,False,0.0
2,36,7,0.95,605.3325343155624,47.72028191803622,653.0528162335986,2853.7105189162226,653.0528162335986,1256.259683758498,653.0528162335986,1909.3124999920967,False,0.0
2,37,7,0.95,237.67685562696158,27.15577139218192,264.8326270191435,271.630692145099,264.8326270191435,787.1832800917504,264.8326270191435,1052.0159071108937,False,0.0
2,38,7,0.95,636.9328295571012,48.32587080050803,685.2587003576092,1546.8368717815313,685.2587003576092,1288.632948926724,685.2587003576092,1973.8916492843332,False,0.0
2,39,7,0.95,332.3875225057765,33.65401824348305,366.0415407492595,1661.9376125288823,366.0415407492595,930.9037303096093,366.0415407492595,1296.945271058869,False,0.0
2,40,7,0.95,238.1866015049534,27.479269596469408,265.6658711014228,1293.0129795983182,265.6658711014228,788.0269645010704,265.6658711014228,1053.6928356024932,False,0.0
2,41,7,0.95,175.76537880024551,22.92679819529843,198.69217699554395,552.405476229343,198.69217699554395,676.9382925142207,198.69217699554395,875.6304695097647,False,0.0
2,42,7,0.95,288.5065374164162,30.93622163234909,319.4427590487653,1524.9631263439142,319.4427590487653,867.28182170747,319.4427590487653,1186.7245807562354,False,0.0
2,43,7,0.95,410.29922335790883,37.73299368966656,448.0322170475754,2227.3386410857906,448.0322170475754,1034.2672234334964,448.0322170475754,1482.2994404810718,False,0.0
2,44,7,0.95,230.08079119604216,27.167725302217633,257.2485164982598,657.373689131549,257.2485164982598,774.502092529477,257.2485164982598,1031.7506090277368,False,0.0
2,45,7,0.95,636.1156313816351,48.946519407966775,685.0621507896019,3634.946465037915,685.0621507896019,1287.806012050553,685.0621507896019,1972.8681628401548,False,0.0
2,46,7,0.95,459.3724489246393,40.98197667311808,500.35442559775737,1049.994168970604,500.35442559775737,1094.3717827969137,500.35442559775737,1594.7262083946712,False,0.0
2,47,7,0.95,172.24736082172083,23.1512895053813,195.39865032710213,344.49472164344166,195.39865032710213,670.129447515969,195.39865032710213,865.5280978430711,False,0.0
2,48,7,0.95,405.1808209231981,36.98748313993292,442.168304063131,1852.2551813631912,442.168304063131,1027.7958372756698,442.168304063131,1469.9641413388008,False,0.0
2,49,7,0.95,231.1179054590296,27.397963001544213,258.5158684605738,990.5053091101269,258.5158684605738,776.2457061880131,258.5158684605738,1034.761574648587,False,0.0
2,50,7,0.95,515.3421888701876,44.92667732000723,560.2688661901948,736.2031269574107,560.2688661901948,1159.1249745809444,560.2688661901948,1719.3938407711391,False,0.0
3,1,7,0.95,152.7815765857785,21.72745427288882,174.50903085866733,829.3857014656548,174.50903085866733,631.1286684176507,174.50903085866733,805.637699276318,False,0.0
3,2,7,0.95,406.575789101031,38.382878814634125,444.9586679156651,696.9870670303388,444.9586679156651,1029.563579601558,444.9586679156651,1474.5222475172231,False,0.0
3,3,7,0.95,257.0004140706801,28.999515868668766,285.9999299393489,1358.4307600878806,285.9999299393489,818.557752285769,285.9999299393489,1104.5576822251178,False,0.0
3,4,7,0.95,153.7591461055387,21.387129015722962,175.14627512126165,109.8279615039562,175.14627512126165,633.1445802417013,175.14627512126165,808.2908553629629,True,698.4628938590067
3,5,7,0.95,131.82552483542565,20.219680090479955,152.0452049259056,677.9598420107604,152.0452049259056,586.2490728894915,152.0452049259056,738.2942778153971,False,0.0
3,6,7,0.95,396.02444038403826,37.02518400585092,433.0496243898892,2036.697121975054,433.0496243898892,1016.116278287698,433.0496243898892,1449.1659026775872,False,0.0
3,7,7,0.95,407.0974863298873,36.7474965166104,443.8449828464977,2093.644215410849,443.8449828464977,1030.2239094710324,443.8449828464977,1474.06889231753,False,0.0
3,8,7,0.95,534.3787068551011,43.679519596758155,578.0582264518592,2366.5342732154477,578.0582264518592,1180.3396242550334,578.0582264518592,1758.3978507068928,False,0.0
3,9,7,0.95,349.4055195529149,34.80220004595691,384.2077195988718,1148.0467071024345,384.2077195988718,954.4370615963479,384.2077195988718,1338.6447811952198,False,0.0
3,10,7,0.95,495.02452178349404,43.05671576386874,538.0812375473628,2333.6870312650435,538.0812375473628,1136.0456179566008,538.0812375473628,1674.1268555039637,False,0.0
3,11,7,0.95,493.9419185122572,42.87325468570123,536.8151731979584,1129.0100994565878,536.8151731979584,1134.8026897627053,536.8151731979584,1671.6178629606638,False,0.0
3,12,7,0.95,468.5011866174523,41.04830290937349,509.54948952682577,2409.434674032612,509.54948952682577,1105.1920748234868,509.54948952682577,1614.7415643503125,False,0.0
3,13,7,0.95,600.2816666477671,47.187416551998695,647.4690831997658,2315.3721427842443,647.4690831997658,1251.0076176724647,647.4690831997658,1898.4767008722306,False,0.0
3,14,7,0.95,418.4385530332114,36.612442249788614,455.050995283,1374.8695313948376,455.050995283,1044.4755069860325,455.050995283,1499.5265022690326,False,0.0
3,15,7,0.95,607.0137015344505,46.406323686221185,653.4200252206717,2167.906076908752,653.4200252206717,1258.0029555384156,653.4200252206717,1911.4229807590873,False,0.0
3,16,7,0.95,183.7826004253889,23.48044398848708,207.26304441387597,708.8757444979285,207.26304441387597,692.204806373224,207.26304441387597,899.4678507870999,False,0.0
3,17,7,0.95,230.5603710282014,27.225686707603785,257.7860577358052,197.62317516702973,257.7860577358052,775.3088574667403,257.7860577358052,1033.0949152025455,True,835.4717400355157
3,18,7,0.95,568.6306079111674,46.613649141229985,615.2442570523974,812.3294398730964,615.2442570523974,1217.5800703725406,615.2442570523974,1832.824327424938,False,0.0
3,19,7,0.95,279.40694515332973,31.028084155832914,310.43502930916264,558.8138903066595,310.43502930916264,853.495062254381,310.43502930916264,1163.9300915635436,False,0.0
3,20,7,0.95,344.73689101403414,34.86938829489833,379.60627930893247,443.2331455894725,379.60627930893247,948.0391990845498,379.60627930893247,1327.6454783934823,False,0.0
3,21,7,0.95,291.5909045944295,30.902987157557504,322.493891751987,916.4285572967784,322.493891751987,871.9054674224673,322.493891751987,1194.3993591744543,False,0.0
3,22,7,0.95,549.9411206588948,45.319686880034965,595.2608075389297,2435.4535343465336,595.2608075389297,1197.4034677480167,595.2608075389297,1792.6642752869466,False,0.0
3,23,7,0.95,207.07527042072923,24.91873223047162,231.99400265120084,917.0476261489438,231.99400265120084,734.7617383671592,231.99400265120084,966.75574101836,False,0.0
3,24,7,0.95,465.78372928614783,40.30767777364963,506.09140705979746,1530.4322533687716,506.09140705979746,1101.9821789764762,506.09140705979746,1608.0735860362738,False,0.0
3,25,7,0.95,578.336102337196,45.38026047912706,623.7163628163231,3222.1582844500927,623.7163628163231,1227.9270492322667,623.7163628163231,1851.6434120485897,False,0.0
3,26,7,0.95,322.7452192243346,34.689655262007705,357.4348744863423,1244.8744170081477,357.4348744863423,917.3019639015985,357.4348744863423,1274.7368383879407,False,0.0
3,27,7,0.95,150.3188068814435,22.371048923949274,172.68985580539277,171.79292215022113,172.68985580539277,626.0212485652479,172.68985580539277,798.7111043706407,True,626.9181822204196
3,28,7,0.95,608.2569328262166,46.26852191528906,654.5254547415057,3041.284664131083,654.5254547415057,1259.2905612786483,654.5254547415057,1913.816016020154,False,0.0
3,29,7,0.95,484.7859958851382,42.02213668359656,526.8081325687348,1869.8888412712477,526.8081325687348,1124.2358944700284,526.8081325687348,1651.044027038763,False,0.0
3,30,7,0.95,289.5095256262014,30.27363409372731,319.78315971992873,1240.7551098265774,319.78315971992873,868.7880592015339,319.78315971992873,1188.5712189214626,False,0.0
3,31,7,0.95,410.76107063579684,39.26025111262334,450.0213217484202,1584.3641295952164,450.0213217484202,1034.849163550162,450.0213217484202,1484.8704852985823,False,0.0
3,32,7,0.95,313.2132093488898,32.65606424063117,345.86927358952096,1208.1080932028606,345.86927358952096,903.6545697979668,345.86927358952096,1249.523843387488,False,0.0
3,33,7,0.95,476.6901453751452,40.316888847244286,517.0070342223895,544.7887375715945,517.0070342223895,1114.8090901967028,517.0070342223895,1631.8161244190924,False,0.0
3,34,7,0.95,188.7187272958007,23.50127505606841,212.2200023518691,727.9150909980884,212.2200023518691,701.4390079531773,212.2200023518691,913.6590103050464,False,0.0
3,35,7,0.95,458.8497699546102,39.44829331934858,498.2980632739588,2359.7988169094237,498.2980632739588,1093.749011537293,498.2980632739588,1592.0470748112518,False,0.0
3,36,7,0.95,550.0216016706675,44.00868304667108,594.0302847173385,1335.766746914478,594.0302847173385,1197.4910814156215,594.0302847173385,1791.5213661329599,False,0.0
3,37,7,0.95,205.1665106205861,25.9161642947048,231.0826749152909,849.975543999571,231.0826749152909,731.3674881271284,231.0826749152909,962.4501630424193,False,0.0
3,38,7,0.95,563.0321762551622,46.78914369168831,609.8213199468505,482.5990082187105,609.8213199468505,1211.5714245001177,609.8213199468505,1821.3927444469682,True,1338.7937362282578
3,39,7,0.95,312.1746339899268,32.98383554710324,345.15846953703004,802.7347731169547,345.15846953703004,902.1551236832962,345.15846953703004,1247.3135932203263,False,0.0
3,40,7,0.95,213.25527860152852,26.584337021727322,239.83961562325584,670.2308756048039,239.83961562325584,745.6453422063233,239.83961562325584,985.4849578295791,False,0.0
3,41,7,0.95,154.53417660428113,21.317982748739695,175.85215935302082,971.3576815126243,175.85215935302082,634.738272611873,175.85215935302082,810.5904319648938,False,0.0
3,42,7,0.95,250.84344395757327,29.07096123009697,279.91440518767024,465.85211020692185,279.91440518767024,808.6932008958044,279.91440518767024,1088.6076060834746,False,0.0
3,43,7,0.95,347.42263840819766,34.4275365833152,381.85017499151286,794.108887790166,381.85017499151286,951.7249866088722,381.85017499151286,1333.575161600385,False,0.0
3,44,7,0.95,204.8504250536609,25.599279274043113,230.449704327704,614.5512751609828,230.449704327704,730.8038878258176,230.449704327704,961.2535921535216,False,0.0
3,45,7,0.95,573.0842274951642,43.9802718008699,617.0644992960341,3602.2437156838896,617.0644992960341,1222.3389260983427,617.0644992960341,1839.4034253943769,False,0.0
3,46,7,0.95,427.0727847074933,37.71341554396798,464.7862002514613,2379.4055147988915,464.7862002514613,1055.1965504730626,464.7862002514613,1519.982750724524,False,0.0
3,47,7,0.95,149.86206674823325,21.422117665933854,171.2841844141671,128.4532000699142,171.2841844141671,625.0694496448554,171.2841844141671,796.3536340590224,True,667.9004339891083
3,48,7,0.95,357.2200942977991,35.298801900434455,392.51889619823356,714.4401885955982,392.51889619823356,965.0511993031275,392.51889619823356,1357.570095501361,False,0.0
3,49,7,0.95,211.58194462815925,26.779843254392546,238.3617878825518,1118.3617073202704,238.3617878825518,742.714181659204,238.3617878825518,981.0759695417557,False,0.0
3,50,7,0.95,471.4776408155201,40.218537925443,511.6961787409631,471.47764081552003,511.6961787409631,1108.6972371007103,511.6961787409631,1620.3934158416732,True,1148.9157750261531
4,1,7,0.95,140.84252502197532,21.111524696284988,161.9540497182603,784.6940679795769,161.9540497182603,605.9674769267796,161.9540497182603,767.9215266450399,False,0.0
4,2,7,0.95,372.5371417525225,36.683142396584174,409.22028414910665,851.5134668629086,409.22028414910665,985.5239967349883,409.22028414910665,1394.744280884095,False,0.0
4,3,7,0.95,242.9493491970757,28.43664819253442,271.3859973896101,1422.9890452971576,271.3859973896101,795.8666096819627,271.3859973896101,1067.2526070715728,False,0.0
4,4,7,0.95,142.43177583246484,21.12093807966079,163.55271391212563,325.55834475991963,163.55271391212563,609.3767200933945,163.55271391212563,772.9294340055201,False,0.0
4,5,7,0.95,117.16074891386742,19.30095611848938,136.4617050323568,368.21949658644047,136.4617050323568,552.6796627959973,136.4617050323568,689.1413678283541,False,0.0
4,6,7,0.95,362.9189690874393,34.81364430716923,397.7326133946085,1607.212577387231,397.7326133946085,972.7186633235566,397.7326133946085,1370.451276718165,False,0.0
4,7,7,0.95,375.74573071553084,36.609572936885456,412.3553036524163,536.7796153079012,412.3553036524163,989.7589595133351,412.3553036524163,1402.1142631657513,False,0.0
4,8,7,0.95,496.8648249598088,40.95975204292728,537.8245770027361,1916.4786105592623,537.8245770027361,1138.1553406101916,537.8245770027361,1675.9799176129277,False,0.0
4,9,7,0.95,324.6620803208266,33.271353056104886,357.9334333769315,1159.5074297172378,357.9334333769315,920.0219691363808,357.9334333769315,1277.9554025133123,False,0.0
4,10,7,0.95,466.5533332890959,41.20003959340198,507.7533728824979,2399.417142629636,507.7533728824979,1102.8921934445166,507.7533728824979,1610.6455663270144,False,0.0
4,11,7,0.95,453.32323037335334,40.72073633632368,494.043966709677,2849.4603052039356,494.043966709677,1087.1423191306712,494.043966709677,1581.1862858403483,False,0.0
4,12,7,0.95,447.9420179220272,40.80934468237314,488.75136260440036,1983.7432222261207,488.75136260440036,1080.670547595136,488.75136260440036,1569.4219101995363,False,0.0
4,13,7,0.95,530.2347584205642,42.98953273198424,573.2242911525484,1590.7042752616926,573.2242911525484,1175.7541252426215,573.2242911525484,1748.97841639517,False,0.0
4,14,7,0.95,385.0479923705234,35.71425518209742,420.7622475526208,1155.1439771115702,420.7622475526208,1001.9356880389117,420.7622475526208,1422.6979355915325,False,0.0
4,15,7,0.95,566.2800224164025,44.06846707559498,610.3484894919975,1698.8400672492076,610.3484894919975,1215.0608690866563,610.3484894919975,1825.4093585786538,False,0.0
4,16,7,0.95,161.24139583281996,22.690768794443244,183.9321646272632,852.2759494020484,183.9321646272632,648.3666813010063,183.9321646272632,832.2988459282695,False,0.0
4,17,7,0.95,208.1530947708655,26.38072913580669,234.53382390667218,505.5146587292448,234.53382390667218,736.6714696688356,234.53382390667218,971.2052935755078,False,0.0
4,18,7,0.95,554.9494185101456,45.03027981178093,599.9796983219265,872.0633719445145,599.9796983219265,1202.843469676877,599.9796983219265,1802.8231679988035,False,0.0
4,19,7,0.95,266.52589331685215,29.327046907748354,295.8529402246005,685.352297100477,295.8529402246005,833.5892747658467,295.8529402246005,1129.4422149904472,False,0.0
4,20,7,0.95,311.38547217528543,31.584855582466332,342.97032775775176,222.41819441091818,342.97032775775176,901.0141006664942,342.97032775775176,1243.9844284242458,True,1021.5662340133276
