service_level,safety_stock,store,item
0.95,36.240745747156836,1,50
0.975,43.17595392001476,1,50
0.99,50.2456482647429,1,50
0.8,12.003076090428294,2,1
0.85,14.881144381316489,2,1
0.9,18.536715193843122,2,1
0.95,23.94243676113024,2,1
0.975,28.24090069749502,2,1
0.99,32.87325927777667,2,1
0.8,21.074762938607307,2,2
0.85,26.316592098744877,2,2
0.9,32.6404333638165,2,2
0.95,42.52900247905512,2,2
0.975,50.520326720402636,2,2
0.99,58.570425456282976,2,2
0.8,15.78900893849908,2,3
0.85,19.652242658116336,2,3
0.9,24.491175377800857,2,3
0.95,31.51455419729359,2,3
0.975,37.665661646269086,2,3
0.99,43.56298197255677,2,3
0.8,12.08920522477348,2,4
0.85,14.860107510459812,2,4
0.9,18.565553390913124,2,4
0.95,23.966809870482592,2,4
0.975,28.190869629295577,2,4
0.99,32.959376252810216,2,4
0.8,10.947061417589566,2,5
0.85,13.506498716901831,2,5
0.9,16.797929468307956,2,5
0.95,21.754525798508325,2,5
0.975,25.71931373049955,2,5
0.99,29.93476060700968,2,5
0.8,20.466587275764994,2,6
0.85,25.119246507571404,2,6
0.9,31.274855508376504,2,6
0.95,40.66104529649323,2,6
0.975,47.88155827698421,2,6
0.99,55.86006715097699,2,6
0.8,21.129249524376064,2,7
0.85,26.410090936830557,2,7
0.9,32.772070334695286,2,7
0.95,42.59318851190443,2,7
0.975,50.62997354631318,2,7
0.99,58.8105930116684,2,7
0.8,24.499662050125607,2,8
0.85,30.291308130002562,2,8
0.9,37.87002037500167,2,8
0.95,48.63340316492963,2,8
0.975,58.322027791197115,2,8
0.99,67.46638816352595,2,8
0.8,19.543604949556823,2,9
0.85,23.81691995393527,2,9
0.9,29.77564912465516,2,9
0.95,38.389979846136896,2,9
0.975,45.497075977058216,2,9
0.99,53.25029643090943,2,9
0.8,23.662833126317082,2,10
0.85,29.13191680806017,2,10
0.9,36.26191220404144,2,10
0.95,46.76187882030058,2,10
0.975,55.12732281903163,2,10
0.99,64.41575967772894,2,10
0.8,22.55848564744599,2,11
0.85,27.545773993480566,2,11
0.9,34.396385038861126,2,11
0.95,44.506441762541726,2,11
0.975,52.729756830304495,2,11
0.99,61.423925213758935,2,11
0.8,23.09567643737887,2,12
0.85,28.77099750016407,2,12
0.9,35.92380693181849,2,12
0.95,46.35523160781611,2,12
0.975,55.1207942999506,2,12
0.99,63.957576220074316,2,12
0.8,25.030310894617514,2,13
0.85,31.03904404603668,2,13
0.9,38.57059909377813,2,13
0.95,49.97787411948559,2,13
0.975,59.06943802285139,2,13
0.99,69.51487568354776,2,13
0.8,19.983425437105495,2,14
0.85,24.913993735845793,2,14
0.9,30.88933180896578,2,14
0.95,39.86615592044069,2,14
0.975,47.640873407907804,2,14
0.99,55.4709999273922,2,14
0.8,26.212727504940744,2,15
0.85,32.536584891152415,2,15
0.9,40.52248511167045,2,15
0.95,52.47850466038449,2,15
0.975,61.6869931975657,2,15
0.99,71.67772496817281,2,15
0.8,13.156133218163916,2,16
0.85,16.233607451575836,2,16
0.9,20.20048034762641,2,16
0.95,26.16045093168401,2,16
0.975,30.936965086144056,2,16
0.99,36.10574927391346,2,16
0.8,15.17808135272378,2,17
0.85,18.92230938811508,2,17
0.9,23.559108705204437,2,17
0.95,30.444224199878192,2,17
0.975,36.14735998087724,2,17
0.99,42.22815329683215,2,17
0.8,25.696409717402616,2,18
0.85,31.68507900300733,2,18
0.9,39.45235024077692,2,18
0.95,50.75481245975823,2,18
0.975,60.64881870183763,2,18
0.99,70.1577970866067,2,18
0.8,16.58464051414751,2,19
0.85,20.390721313716313,2,19
0.9,25.398175984547322,2,19
0.95,32.86207337563246,2,19
0.975,38.99103387494307,2,19
0.99,45.218706983586515,2,19
0.8,17.875127038416792,2,20
0.85,22.244407459507613,2,20
0.9,27.669328018166482,2,20
0.95,35.91761898432202,2,20
0.975,42.51490659196469,2,20
0.99,49.333860361700886,2,20
0.8,17.437762853535162,2,21
0.85,21.53771922357771,2,21
0.9,26.92002894357671,2,21
0.95,34.433406379969995,2,21
0.975,41.066834572917855,2,21
0.99,47.667383124267985,2,21
0.8,24.06962441724272,2,22
0.85,29.681550905065592,2,22
0.9,36.95634778329736,2,22
0.95,47.95544276865451,2,22
0.975,56.651969272620704,2,22
0.99,66.0936287811611,2,22
0.8,14.302546852305511,2,23
0.85,17.864608456315665,2,23
0.9,22.398528048551384,2,23
0.95,28.96255622052655,2,23
0.975,34.34753670342974,2,23
0.99,39.77571022987013,2,23
0.8,21.955839979437883,2,24
0.85,27.03039972324791,2,24
0.9,34.157328232233795,2,24
0.95,44.079324350555,2,24
0.975,52.22178441435881,2,24
0.99,60.59601241491123,2,24
0.8,24.437689830895692,2,25
0.85,30.193060065276086,2,25
0.9,37.469091903873505,2,25
0.95,48.460345853571425,2,25
0.975,57.356146434000266,2,25
0.99,66.31393620131018,2,25
0.8,18.077160605440895,2,26
0.85,22.18925862692646,2,26
0.9,27.832479119511675,2,26
0.95,35.84368904754723,2,26
0.975,42.48789057468997,2,26
0.99,49.405497667912016,2,26
0.8,12.346650467546283,2,27
0.85,15.299650847658882,2,27
0.9,19.00683387061369,2,27
0.95,24.674843659312558,2,27
0.975,29.334196547176077,2,27
0.99,33.893808695787584,2,27
0.8,25.549987374100397,2,28
0.85,31.575993336575266,2,28
0.9,39.38495350449307,2,28
0.95,50.796615711814866,2,28
0.975,60.36909871896637,2,28
0.99,70.09177353436928,2,28
0.8,22.04958353324946,2,29
0.85,27.322814084587208,2,29
0.9,33.94990592695194,2,29
0.95,43.629703089854615,2,29
0.975,52.00752595777715,2,29
0.99,60.00038555126298,2,29
0.8,17.42954966099387,2,30
0.85,21.390821675664654,2,30
0.9,26.537760442038802,2,30
0.95,34.45729804565815,2,30
0.975,40.75659364045225,2,30
0.99,47.11061861167269,2,30
0.8,21.321562046886413,2,31
0.85,26.29421034543026,2,31
0.9,32.77470391508649,2,31
0.95,42.386691408877084,2,31
0.975,50.24813477132051,2,31
0.99,58.882986642636695,2,31
0.8,18.475959142017302,2,32
0.85,22.74049387781423,2,32
0.9,28.407432223962928,2,32
0.95,36.63714304812328,2,32
0.975,43.304078564999486,2,32
0.99,50.27501967620509,2,32
0.8,23.389586257656106,2,33
0.85,28.717262358986318,2,33
0.9,35.89595041190444,2,33
0.95,46.35891403109133,2,33
0.975,54.78546442835602,2,33
0.99,64.32074065573966,2,33
0.8,13.061359914099882,2,34
0.85,16.223745173603618,2,34
0.9,20.198622385404434,2,34
0.95,26.08723857394085,2,34
0.975,31.03968332787673,2,34
0.99,35.99573793911625,2,34
0.8,21.479251170811608,2,35
0.85,26.68117931124823,2,35
0.9,33.40432264247602,2,35
0.95,42.968465029600566,2,35
0.975,50.732731686483135,2,35
0.99,59.59386870947549,2,35
0.8,24.616308348541793,2,36
0.85,30.10494356076549,2,36
0.9,37.656801591795215,2,36
0.95,48.558586841474494,2,36
0.975,57.38277458038374,2,36
0.99,67.50197824952534,2,36
0.8,13.938399515780702,2,37
0.85,17.148004305350526,2,37
0.9,21.53481622183162,2,37
0.95,27.758855811121833,2,37
0.975,32.89310170901578,2,37
0.99,38.52254501904983,2,37
0.8,24.655232443069394,2,38
0.85,30.50843174619297,2,38
0.9,38.18334237745614,2,38
0.95,49.125664203613724,2,38
0.975,57.84863448934368,2,38
0.99,67.2297808533516,2,38
0.8,17.199020018423653,2,39
0.85,21.268055270544437,2,39
0.9,26.516889598275668,2,39
0.95,34.46945901071024,2,39
0.975,40.72490130416031,2,39
0.99,47.23375283881933,2,39
0.8,13.923477685793642,2,40
0.85,17.33444107316484,2,40
0.9,21.52807419731775,2,40
0.95,27.756625884472015,2,40
0.975,33.003357021521566,2,40
0.99,38.42405312414641,2,40
0.8,11.794391288741707,2,41
0.85,14.536068816069417,2,41
0.9,18.152638173888647,2,41
0.95,23.411964281981227,2,41
0.975,27.54626858055647,2,41
0.99,32.36844847713584,2,41
0.8,15.77605092163634,2,42
0.85,19.569001834081803,2,42
0.9,24.42268625741076,2,42
0.95,31.329853660104504,2,42
0.975,37.24476694969246,2,42
0.99,43.3095479154087,2,42
0.8,19.23201479583355,2,43
0.85,23.936347242610793,2,43
0.9,29.814187033290864,2,43
0.95,38.42118574364082,2,43
0.975,45.5656670660253,2,43
0.99,53.22417873873991,2,43
0.8,14.018484607603341,2,44
0.85,17.2345767237355,2,44
0.9,21.501190241572402,2,44
0.95,27.83800274611363,2,44
0.975,33.110075274105355,2,44
0.99,38.395459279947005,2,44
0.8,25.027281582024898,2,45
0.85,30.826986505705577,2,45
0.9,38.389492212470145,2,45
0.95,49.64180970008101,2,45
0.975,59.0282561472892,2,45
0.99,68.82747037077331,2,45
0.8,20.85724458577363,2,46
0.85,26.018574915377656,2,46
0.9,32.426925486735854,2,46
0.95,41.86952486159635,2,46
0.975,49.39352058957496,2,46
0.99,57.46470750836062,2,46
0.8,11.916254881747903,2,47
0.85,14.637228599897185,2,47
0.9,18.219681483944328,2,47
0.95,23.577000028371856,2,47
0.975,27.954591467482146,2,47
0.99,32.75370235699168,2,47
0.8,18.60732978674406,2,48
0.85,23.315924741923766,2,48
0.9,29.04251932376161,2,48
0.95,37.41440320283374,2,48
0.975,44.600114989031795,2,48
0.99,52.101595658197084,2,48
0.8,14.092851885831635,2,49
0.85,17.432354121113605,2,49
0.9,21.63391420644797,2,49
0.95,27.944597526158844,2,49
0.975,33.14469975840032,2,49
0.99,38.208574843099626,2,49
0.8,22.78053495115057,2,50
0.85,28.370856421183817,2,50
0.9,35.1918703566555,2,50
0.95,45.48545073067362,2,50
0.975,53.962547393299815,2,50
0.99,62.731636441163914,2,50
0.8,11.158193516531668,3,1
0.85,13.75388767170179,3,1
0.9,17.138078692375387,3,1
0.95,22.161689978157398,3,1
0.975,26.41555170333376,3,1
0.99,30.743319313400832,3,1
0.8,19.667917442058922,3,2
0.85,24.34802198373137,3,2
0.9,30.27768240026984,3,2
0.95,39.222361746631634,3,2
0.975,46.24512249659085,3,2
0.99,53.87809943343308,3,2
0.8,14.754851673375526,3,3
0.85,18.40512409772083,3,3
0.9,22.85072267555188,3,3
0.95,29.601691004739678,3,3
0.975,35.007626054310094,3,3
0.99,41.033432527927346,3,3
0.8,10.917922504514308,3,4
0.85,13.562906986936667,3,4
0.9,16.859391409753215,3,4
0.95,21.929497260944828,3,4
0.975,25.932812560246447,3,4
0.99,30.294178334872385,3,4
0.8,10.366584394202505,3,5
0.85,12.831382653271419,3,5
0.9,16.004219958934442,3,5
0.95,20.50475383375914,3,5
0.975,24.53553089507099,3,5
0.99,28.59829085651262,3,5
0.8,18.848162267004852,3,6
0.85,23.438117048757363,3,6
0.9,29.207114774880267,3,6
0.95,37.67731304070577,3,6
0.975,44.77251631010489,3,6
0.99,51.88990316619396,3,6
0.8,18.798973742505154,3,7
0.85,23.324229245597053,3,7
0.9,29.15015883089376,3,7
0.95,37.265562842423606,3,7
0.975,44.51602965210441,3,7
0.99,52.00378269375557,3,7
0.8,22.455196728752526,3,8
0.85,27.84287008243541,3,8
0.9,34.63083946786401,3,8
0.95,44.48292614427032,3,8
0.975,52.944818979294155,3,8
0.99,61.72060292788649,3,8
0.8,17.74609293274284,3,9
0.85,22.034788129924834,3,9
0.9,27.412753454784877,3,9
0.95,35.44377989107818,3,9
0.975,41.95719358972042,3,9
0.99,48.72208490539583,3,9
0.8,22.024793026965142,3,10
0.85,27.25657483993706,3,10
0.9,33.908149410707495,3,10
0.95,44.02570938307048,3,10
0.975,52.201343584662084,3,10
0.99,60.892349651630354,3,10
0.8,21.87457546375913,3,11
0.85,27.1134918177122,3,11
0.9,33.890568874238056,3,11
0.95,43.60438183564588,3,11
0.975,51.475100377605486,3,11
0.99,60.08466660788338,3,11
0.8,20.627326432934865,3,12
0.85,26.003074712986404,3,12
0.9,32.13928809178856,3,12
0.95,41.718580793235276,3,12
0.975,49.61958086091255,3,12
0.99,57.50652956929338,3,12
0.8,24.320126113947254,3,13
0.85,29.86154963721765,3,13
0.9,37.234215186749566,3,13
0.95,48.1258423646442,3,13
0.975,56.926011119883924,3,13
0.99,66.44537785554678,3,13
0.8,18.706869416336303,3,14
0.85,23.08264429003475,3,14
0.9,29.095341769218066,3,14
0.95,37.53953902133213,3,14
0.975,44.19302516549442,3,14
0.99,51.24577062773261,3,14
0.8,23.61115106797706,3,15
0.85,29.366665008300743,3,15
0.9,36.63281336980708,3,15
0.95,47.34474823690857,3,15
0.975,56.40515422676526,3,15
0.99,65.68679815749965,3,15
0.8,11.981117413816975,3,16
0.85,14.844725182394512,3,16
0.9,18.49105013185536,3,16
0.95,23.96943876027234,3,16
0.975,28.16824537105606,3,16
0.99,32.87127429753792,3,16
0.8,13.82265043109635,3,17
0.85,17.205635440432275,3,17
0.9,21.403847580058795,3,17
0.95,27.79090384576071,3,17
0.975,32.958663270360404,3,17
0.99,38.58423358733549,3,17
0.8,23.764779749892682,3,18
0.85,29.287694984818472,3,18
0.9,36.72962802999689,3,18
0.95,47.481419872218225,3,18
0.975,56.33668389694685,3,18
0.99,65.49348034922991,3,18
0.8,15.872764747772408,3,19
0.85,19.702177152720026,3,19
0.9,24.442096509981127,3,19
0.95,31.65399436104326,3,19
0.975,37.5784313281535,3,19
0.99,43.65291811547968,3,19
0.8,17.901090956727614,3,20
0.85,22.121801469214176,3,20
0.9,27.529289866652164,3,20
0.95,35.47481477707686,3,20
0.975,42.25822762980084,3,20
0.99,49.2084774860777,3,20
0.8,15.835360674223637,3,21
0.85,19.391794372804043,3,21
0.9,24.409936963286555,3,21
0.95,31.317947658312676,3,21
0.975,37.2323553709316,3,21
0.99,43.79427048358485,3,21
0.8,22.99682847408235,3,22
0.85,28.657817082244264,3,22
0.9,35.57451170232491,3,22
0.95,46.10830349077821,3,22
0.975,54.69993553520669,3,22
0.99,63.78661234764229,3,22
0.8,12.71757089730096,3,23
0.85,15.76042431158271,3,23
0.9,19.619708019959575,3,23
0.95,25.490360321457274,3,23
0.975,30.13491683316616,3,23
0.99,35.02783573284506,3,23
0.8,20.624901094383404,3,24
0.85,25.518286476790422,3,24
0.9,31.865541725958394,3,24
0.95,41.1992879948171,3,24
0.975,49.1373412314137,3,24
0.99,57.11949637688696,3,24
0.8,23.108385353425888,3,25
0.85,28.74304103380075,3,25
0.9,35.6463869154544,3,25
0.95,46.075964289256945,3,25
0.975,54.71794247103446,3,25
0.99,63.89212316431167,3,25
0.8,17.68184237134267,3,26
0.85,22.01992081705299,3,26
0.9,27.256601412910413,3,26
0.95,35.295320014310676,3,26
0.975,41.8846397064587,3,26
0.99,48.78113634787542,3,26
0.8,11.347175961096838,3,27
0.85,14.114948075846172,3,27
0.9,17.62295797047318,3,27
0.95,22.69555806334691,3,27
0.975,26.83954613037261,3,27
0.99,31.472408220760883,3,27
0.8,23.7734434963553,3,28
0.85,29.41513923162279,3,28
0.9,36.48360933561628,3,28
0.95,47.30648390986926,3,28
0.975,55.84826015934493,3,28
0.99,64.27412253725095,3,28
0.8,21.400512336105862,3,29
0.85,26.561956946979876,3,29
0.9,33.14960878404736,3,29
0.95,42.58038332935757,3,29
0.975,50.4255666863703,3,29
0.99,59.234378558442245,3,29
0.8,15.63068805247076,3,30
0.85,19.202195461109056,3,30
0.9,23.945191465273695,3,30
0.95,30.852368686777538,3,30
0.975,36.71631207114808,3,30
0.99,42.73009753915164,3,30
0.8,20.137591128312977,3,31
0.85,25.040821569305194,3,31
0.9,30.900568868354128,3,31
0.95,39.89295578877989,3,31
0.975,47.284075783714115,3,31
0.99,54.907352574467325,3,31
0.8,16.616145776470148,3,32
0.85,20.66204116907005,3,32
0.9,25.689135028049236,3,32
0.95,33.494049574549706,3,32
0.975,39.62215579052628,3,32
0.99,45.94658352523243,3,32
0.8,20.759531222278724,3,33
0.85,25.6122531607146,3,33
0.9,31.995866293803033,3,33
0.95,41.15461687939461,3,33
0.975,48.64598084995947,3,33
0.99,56.270314427907294,3,33
0.8,12.056992554515574,3,34
0.85,14.79941810368993,3,34
0.9,18.53509139294053,3,34
0.95,23.999488387752763,3,34
0.975,28.37330343507702,3,34
0.99,33.03664412839828,3,34
0.8,20.198068262681602,3,35
0.85,25.06029310667998,3,35
0.9,31.10781567967507,3,35
0.95,40.47751511961155,3,35
0.975,47.98206432250839,3,35
0.99,55.597966567289575,3,35
0.8,22.46188688761538,3,36
0.85,27.91387025519782,3,36
0.9,34.74435273653876,3,36
0.95,44.85664030359737,3,36
0.975,53.34547590638522,3,36
0.99,61.94293228414881,3,36
0.8,13.346114456350222,3,37
0.85,16.42668000485247,3,37
0.9,20.467828950835724,3,37
0.95,26.437092695504873,3,37
0.975,31.504767898857125,3,37
0.99,36.935256697214584,3,37
0.8,24.313912513477135,3,38
0.85,29.7702265181033,3,38
0.9,37.22991577196217,3,38
0.95,47.82047084234205,3,38
0.975,56.65756251889843,3,38
0.99,66.30595875092536,3,38
0.8,16.922556586472012,3,39
0.85,20.786514309147833,3,39
0.9,25.926101602327833,3,39
0.95,33.535702637440636,3,39
0.975,39.73160139001709,3,39
0.99,46.38800436696681,3,39
0.8,13.536488414858923,3,40
0.85,16.850757572483445,3,40
0.9,20.960071136662634,3,40
0.95,27.18735819045682,3,40
0.975,32.33765283200151,3,40
0.99,37.63335930350277,3,40
0.8,10.932443016021182,3,41
0.85,13.613162581874207,3,41
0.9,16.89441541424003,3,41
0.95,21.68387163134031,3,41
0.975,25.73609070877032,3,41
0.99,29.907510178670407,3,41
0.8,14.845391312386425,3,42
0.85,18.392680008681907,3,42
0.9,22.917230939203534,3,42
0.95,29.58676103369754,3,42
0.975,35.18823024057906,3,42
0.99,40.95867659431087,3,42
0.8,17.494970722823496,3,43
0.85,21.797155781584877,3,43
0.9,27.038671042835745,3,43
0.95,35.34080449079943,3,43
0.975,41.696680453461,3,43
0.99,48.89426363150295,3,43
0.8,13.082096399936233,3,44
0.85,16.200457474139938,3,44
0.9,20.138164529031997,3,44
0.95,26.029620830935983,3,44
0.975,30.712289968330083,3,44
0.99,35.75296292274132,3,44
0.8,22.474399964717463,3,45
0.85,27.846918057827338,3,45
0.9,34.89320295810012,3,45
0.95,45.00428283311089,3,45
0.975,53.13195628542519,3,45
0.99,61.769005349449,3,45
0.8,19.32472902536,3,46
0.85,23.919876319785203,3,46
0.9,29.733418107658565,3,46
